"Story","Title","Result","Date","Stability","Duration (s)"
"Validar funcionalidad del carrito de compras","Agregar productos al carrito de compras","FAILURE","2024-12-20T20:22:15.6960796-05:00[America/Lima]","0.0","0.42"
